form_id	submission_id	Consent_Form_fr	Q01_Think_Brain_Frequency_fr	Q02_DietInfl_fr	Q02_DietInfl_fr_dummy	Q02_EducationInl_fr	Q02_EducationInl_fr_dummy	Q02_GeneticsInfl_fr	Q02_GeneticsInfl_fr_dummy	Q02_IncomeInfl_fr	Q02_IncomeInfl_fr_dummy	Q02_LifeGoalsInfl_fr	Q02_LifeGoalsInfl_fr_dummy	Q02_PhyEnvironmentInfl_fr	Q02_PhyEnvironmentInfl_fr_dummy	Q02_PhyHealthInfl_fr	Q02_PhyHealthInfl_fr_dummy	Q02_ProfessionInfl_fr	Q02_ProfessionInfl_fr_dummy	Q02_SleepHabitsInfl_fr	Q02_SleepHabitsInfl_fr_dummy	Q02_SocEnvironmentInfl_fr	Q02_SocEnvironmentInfl_fr_dummy	Q02_SubstanceInflfr	Q02_SubstanceInflfr_dummy	Q03_Adolescence_fr	Q03_Adolescence_fr_dummy	Q03_Child_fr	Q03_Child_fr_dummy	Q03_MiddleAge_fr	Q03_MiddleAge_fr_dummy	Q03_OlderAge_fr	Q03_OlderAge_fr_dummy	Q03_Womb_fr	Q03_Womb_fr_dummy	Q03_YoungAdult_fr	Q03_YoungAdult_fr_dummy	Q04_Brain_Disease_fr	Q05_AlcoholGen_fr	Q05_AlcoholGen_fr_dummy	Q05_ExcerciseGen_fr	Q05_ExcerciseGen_fr_dummy	Q05_HealthyDietGen_fr	Q05_HealthyDietGen_fr_dummy	Q05_IntellectGen_fr	Q05_IntellectGen_fr_dummy	Q05_ProtectionGen_fr	Q05_ProtectionGen_fr_dummy	Q05_RelaxGen_fr	Q05_RelaxGen_fr_dummy	Q05_SleepGen_fr	Q05_SleepGen_fr_dummy	Q05_SmokeGen_fr	Q05_SmokeGen_fr_dummy	Q05_SocialiseGen_fr	Q05_SocialiseGen_fr_dummy	Q05_SupplementsGen_fr	Q05_SupplementsGen_fr_dummy	Q05_WorkLifeBalanceGen_fr	Q05_WorkLifeBalanceGen_fr_dummy	Q06_BrainHealthPurpose_Spec_fr	Q06_ExcercisePurp_fr	Q06_ExcercisePurp_fr_dummy	Q06_HealthyDietPurp_fr	Q06_HealthyDietPurp_fr_dummy	Q06_OtherPurp_fr	Q06_OtherPurp_fr_dummy	Q06_ProtectionPurp_fr	Q06_ProtectionPurp_fr_dummy	Q06_RelaxPurp_fr	Q06_RelaxPurp_fr_dummy	Q06_SleepPurp_fr	Q06_SleepPurp_fr_dummy	Q06_SocialisePurp_fr	Q06_SocialisePurp_fr_dummy	Q06_SupplementsPurp_fr	Q06_SupplementsPurp_fr_dummy	Q06_WorkLifeBalancePurp_fr	Q06_WorkLifeBalancePurp_fr_dummy	Q07_Test_Criteria_fr	Q07_Test_Criteria_Spec_fr	Q08_Take_Test_fr	Q09a_Test_Reason_fr	Q09a_Test_Reason_Spec_fr	Q09b_Test_Nonpreventable_fr	Q09c_No_Test_fr	Q09c_OtherReason_Spec_fr	Q10_FamilyFriends_fr	Q10_FamilyFriends_fr_dummy	Q10_Library_fr	Q10_Library_fr_dummy	Q10_LifestyleChange_fr	Q10_LifestyleChange_fr_dummy	Q10_Plan_fr	Q10_Plan_fr_dummy	Q10_ProfessHelp_fr	Q10_ProfessHelp_fr_dummy	Q10_TestReactionSpec_fr	Q11_BrainStimuli_fr	Q11_BrainStimuli_fr_dummy	Q11_EatHealthy_fr	Q11_EatHealthy_fr_dummy	Q11_ExcerciseMore_fr	Q11_ExcerciseMore_fr_dummy	Q11_ImprSleepingHabits_fr	Q11_ImprSleepingHabits_fr_dummy	Q11_MoreCulture_fr	Q11_MoreCulture_fr_dummy	Q11_MoreRelax_fr	Q11_MoreRelax_fr_dummy	Q11_MoreSocial_fr	Q11_MoreSocial_fr_dummy	Q11_NoAlcohol_fr	Q11_NoAlcohol_fr_dummy	Q11_NoSmoking_fr	Q11_NoSmoking_fr_dummy	Q11_OtherChanges_fr	Q11_OtherChanges_fr_dummy	Q11_OtherChanges_Spec_fr	Q12_MotivateChange_Category	Q12_OtherChangeMotivation_Spec_fr	Q13_NoChange_Motivation_fr	Q13_SpecifyNoMotivation_Spec_fr	Q14_ChangeAssistance_fr	Q14_OtherAssistance_Spec_fr	Q15_FreetestAuth_fr	Q15_FreetestAuth_fr_dummy	Q15_InformAuth_fr	Q15_InformAuth_fr_dummy	Q15_InsAuth_fr	Q15_InsAuth_fr_dummy	Q15_RelaxAuth_fr	Q15_RelaxAuth_fr_dummy	Q15_SubsAuth_fr	Q15_SubsAuth_fr_dummy	Q15_TaxAuth_fr	Q15_TaxAuth_fr_dummy	Q16_BrainHealthSpec_fr	Q16_BrainHealthSpec_fr_dummy	Q16_GP_fr	Q16_GP_fr_dummy	Q16_HealthAuthWebsites_fr	Q16_HealthAuthWebsites_fr_dummy	Q16_Newspaper_fr	Q16_Newspaper_fr_dummy	Q16_OnlineForum_fr	Q16_OnlineForum_fr_dummy	Q16_PublicResearch_fr	Q16_PublicResearch_fr_dummy	Q16_ScientificJournals_fr	Q16_ScientificJournals_fr_dummy	Q16_SocialMedia_fr	Q16_SocialMedia_fr_dummy	Q16_TVRadio_fr	Q16_TVRadio_fr_dummy	Q17_BrainResearch_Part_fr	Q18_Age_fr	Q18_Age_fr_dummy	Q19_Residence_fr	Q19_Residence_fr_dummy	Q20_Sex_fr	Q20_Sex_fr_dummy	Q21_Education_Coded_fr	Q21_Education_Coded_fr_dummy	Q22_Relationship_Status_fr	Q22_Relationship_Status_fr_dummy	Q23_Vocation_categories_fr	Q24_Exp_HealthCare_fr	Q25_Cognitive_Health_fr	Q26_Emotional_Health_fr	Q27_Illness_fr	Q28_BrainDisease_Care_fr
118017	6197035	Consent_Yes	Occasionally	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	Never	4	Frequently	1	Never	4	Frequently	1	NA	Frequently	1	Occasionally	2	NA	NA	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Never	4	Frequently	1	Accurate;Cheap;NoPain	NA	Probably	Information;Respond	NA	ProbablyNot	NA	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	Likely	2	Likely	2	VeryLikely	1	VeryLikely	1	Likely	2	VeryLikely	1	Likely	2	Likely	2	AlreadyDo	3	NA	NA	NA	Diagnose;ImpactKnown;WorseMemory	NA	NoInfo;NotHelp;StartNoFun	NA	Checkup;GP	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Unknown	3	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	NotatAll	3	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	Yes	26-40	2	France	62	Female	1	GradSchool	5	Unmarried	2	Employed	Yes	AboveAverage	Average	No	No
118017	6140339	Consent_Yes	Frequently	Strong	2	Strong	2	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	ModImportant	3	VeryImportant	1	Important	2	ModImportant	3	Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Rarely	3	Frequently	1	Occasionally	2	Never	4	Occasionally	2	Occasionally	2	Never	4	Rarely	3	Frequently	1	Occasionally	2	Apprendre et rire	Rarely	3	Frequently	1	Frequently	1	Never	4	Occasionally	2	Occasionally	2	Rarely	3	Frequently	1	Occasionally	2	Accurate;Cheap;OnlineCriteria	NA	Definitely	Respond	NA	ProbablyYes	NA	NA	Likely	2	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	AlreadyDo	3	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	Likely	2	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	Family;PersonalAdvice;WorseMemory	NA	NoInfo	NA	Checkup;GP	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	Yes	41-60	3	France	62	Female	1	GradSchool	5	DomesticPartner	3	Stay-at-home	Yes	AboveAverage	Average	No	Yes
118017	5964187	Consent_Yes	Frequently	Strong	2	Moderate	3	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	Important	2	ModImportant	3	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Rarely	3	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Never	4	Frequently	1	Frequently	1	Never	4	Occasionally	2	Méditation - calme - focus	Rarely	3	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	Never	4	Frequently	1	Never	4	Rarely	3	Cheap;OnlineCriteria;SocialSecurity	NA	Definitely	OtherMotivation;Respond	Connaître la maladie	DefYes	NA	NA	Unlikely	3	DefYes	1	Likely	2	Unlikely	3	DefYes	1	NA	AlreadyDo	3	Likely	2	VeryLikely	1	Unlikely	4	Unlikely	4	Unlikely	4	AlreadyDo	3	Unlikely	4	Unlikely	4	NA	NA	NA	Affordable;ImpactKnown	NA	NoInfo;NoMotivation;NotHelp	NA	Checkup;GP	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	NotatAll	3	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	No	26-40	2	Belgium	19	Male	2	HighSchool	3	Single	1	Student;Unemployed	No	AboveAverage	Average	Yes	No
118017	5938641	Consent_Yes	Frequently	Strong	2	Strong	2	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	VeryImportant	1	VeryImportant	1	Important	2	Important	2	VeryImportant	1	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Never	4	Rarely	3	Occasionally	2	Frequently	1	Occasionally	2	Occasionally	2	Rarely	3	Never	4	Occasionally	2	Never	4	Frequently	1	NA	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Rarely	3	Rarely	3	Occasionally	2	Never	4	Occasionally	2	Accurate;Cheap;NoPain	NA	Probably	Prepare;Respond	NA	ProbablyYes	NA	NA	Unlikely	3	DefYes	1	Likely	2	Likely	2	Likely	2	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	VeryLikely	1	VeryLikely	1	NA	NA	NA	Affordable;FamilySupport;ImpactKnown	NA	Expensive;NoMotivation;NoNeed	NA	Checkup;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	NotatAll	3	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	41-60	3	Belgium	19	Female	1	GradSchool	5	DomesticPartner	3	Employed	No	AboveAverage	BelowAverage	Yes	No
118017	5899386	Consent_Yes	Frequently	VeryStrong	1	VeryStrong	1	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	Strong	2	VeryStrong	1	VeryStrong	1	Strong	2	VeryImportant	1	Important	2	VeryImportant	1	VeryImportant	1	Important	2	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Never	4	Occasionally	2	Rarely	3	Frequently	1	M'informer au niveau scientifique sur ce qu'il se fait	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Rarely	3	Frequently	1	Accurate;Cheap;OnlineCriteria	NA	Definitely	Respond	NA	ProbablyYes	NA	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	DefYes	1	M'inscrire à des essais cliniques	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Échanger avec ma famille	Diagnose;PersonalAdvice;WorseMemory	NA	NoInfo	NA	Checkup;GP;MobileApp	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	Yes	26-40	2	France	62	Female	1	GradSchool	5	DomesticPartner	3	Employed	Yes	AboveAverage	Average	No	Yes
118017	5830304	Consent_Yes	Occasionally	Strong	2	Strong	2	VeryStrong	1	Moderate	3	Strong	2	Strong	2	VeryStrong	1	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Diabetes;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Rarely	3	Occasionally	2	Never	4	Occasionally	2	Rarely	3	Occasionally	2	NA	Frequently	1	Frequently	1	NA	NA	Frequently	1	Occasionally	2	Occasionally	2	Occasionally	2	Rarely	3	Occasionally	2	Accurate;Cheap;Quick	NA	Definitely	Information;Respond	NA	ProbablyYes	NA	NA	Unlikely	3	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;ImpactKnown;WorseMemory	NA	NotHelp	NA	GP	NA	Yes	1	Yes	1	Yes	1	Yes	1	No	2	Yes	1	GreatExtent	1	Neutral	2	GreatExtent	1	NotatAll	3	NotatAll	3	GreatExtent	1	GreatExtent	1	NotatAll	3	NotatAll	3	No	61-70	4	France	62	Male	2	GradSchool	5	DomesticPartner	3	Employed	Yes	Excellent	Excellent	No	No
118017	5799453	Consent_Yes	Frequently	VeryStrong	1	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	Important	2	VeryImportant	1	VeryImportant	1	VeryImportant	1	Important	2	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Never	4	Frequently	1	Frequently	1	Occasionally	2	vitamine b12 et ginko bilboa	Frequently	1	Frequently	1	NA	NA	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Accurate;Cheap;SocialSecurity	NA	Probably	LearnRisk;Prepare	NA	DefYes	NA	NA	Likely	2	Likely	2	DefYes	1	Likely	2	DefYes	1	NA	AlreadyDo	3	VeryLikely	1	Likely	2	VeryLikely	1	AlreadyDo	3	Likely	2	AlreadyDo	3	AlreadyDo	3	VeryLikely	1	NA	NA	NA	Diagnose;FamilySupport;WorseMemory	NA	Alone;NoMotivation;StartNoFun	NA	Checkup;GP;GroupSupport;SupportFamily	NA	Yes	1	Yes	1	No	2	Yes	1	Yes	1	No	2	GreatExtent	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	No	41-60	3	Belgium	19	Male	2	GradSchool	5	DomesticPartner	3	Disabled;Pensioned;Stay-at-home	No	Average	Average	Yes	No
118017	5789396	Consent_Yes	Frequently	VeryStrong	1	Strong	2	VeryStrong	1	Moderate	3	VeryStrong	1	VeryStrong	1	VeryStrong	1	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Parkinson;Schizophrenia;Stroke	Rarely	3	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Frequently	1	Occasionally	2	meditation	Frequently	1	Frequently	1	Rarely	3	Frequently	1	Occasionally	2	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	Accurate;NoPain;SocialSecurity	NA	Definitely	Information;Respond	NA	DefYes	NA	NA	Likely	2	DefYes	1	DefYes	1	DefYes	1	DefYes	1	mettre mon fils à l'abris (tant que je suis à même de le faire) je ne veux pas être une charge pour lui	Likely	2	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	Unlikely	4	Likely	2	Likely	2	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	ImpactKnown;PersonalAdvice;WorseMemory	NA	Alone;GiveupHobby	NA	Checkup;GP;GroupSupport;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	Neutral	2	NotatAll	3	NotatAll	3	GreatExtent	1	GreatExtent	1	NotatAll	3	NotatAll	3	Yes	41-60	3	Belgium	19	Male	2	GradSchool	5	DomesticPartner	3	Employed	No	AboveAverage	Average	No	Yes
118017	5637719	Consent_Yes	Never	Strong	2	VeryStrong	1	Moderate	3	Weak	4	Strong	2	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	Important	2	ModImportant	3	VeryImportant	1	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Frequently	1	Frequently	1	Occasionally	2	Rarely	3	Occasionally	2	Frequently	1	Occasionally	2	Never	4	Frequently	1	Frequently	1	Occasionally	2	Regarder des reportages	Rarely	3	Rarely	3	Rarely	3	Rarely	3	Frequently	1	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	NoPain;Quick;SocialSecurity	NA	Probably	LearnRisk;Respond	NA	DefNot	NA	NA	DefYes	1	DefYes	1	Likely	2	Likely	2	DefYes	1	NA	Likely	2	Likely	2	Likely	2	Likely	2	Likely	2	VeryLikely	1	AlreadyDo	3	Unlikely	4	AlreadyDo	3	NA	NA	NA	Diagnose;FamilySupport;WorseMemory	NA	Alone;NoInfo;NoTime	NA	Checkup;GP;GroupSupport;MobileApp;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	18-25	1	France	62	Female	1	GradSchool	5	Single	1	Employed	No	Average	BelowAverage	No	No
118017	5637365	Consent_Yes	Occasionally	Strong	2	Strong	2	Strong	2	Moderate	3	Strong	2	VeryStrong	1	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Alzheimer;Bipolar;Migraine;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Frequently	1	Frequently	1	Never	4	Frequently	1	Frequently	1	Never	4	Frequently	1	Frequently	1	Frequently	1	Activités créatives	Occasionally	2	Frequently	1	Occasionally	2	Never	4	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Accurate;OnlineCriteria;Quick	NA	Definitely	LearnRisk;Respond	NA	DefYes	NA	NA	Likely	2	DefYes	1	DefYes	1	Likely	2	DefYes	1	NA	Likely	2	AlreadyDo	3	Likely	2	AlreadyDo	3	Likely	2	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	NA	Diagnose;FamilySupport;PersonalAdvice	NA	NoInfo;NotHelp	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	Unknown	3	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	GreatExtent	1	NotatAll	3	Neutral	2	NotatAll	3	GreatExtent	1	NotatAll	3	NotatAll	3	No	41-60	3	France	62	Female	1	GradSchool	5	DomesticPartner	3	Employed	Yes	Average	Average	No	No
118017	5637299	Consent_Yes	Occasionally	Strong	2	Moderate	3	Strong	2	Weak	4	Moderate	3	VeryStrong	1	Strong	2	Strong	2	Strong	2	Moderate	3	VeryStrong	1	Important	2	VeryImportant	1	Important	2	Important	2	Important	2	Important	2	Addiction;Alzheimer;Bipolar;Cancer;Depression;Migraine;Schizophrenia;Stroke	Never	4	Rarely	3	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Rarely	3	Occasionally	2	Meditation	Never	4	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Occasionally	2	Rarely	3	Occasionally	2	Accurate;SocialSecurity	NA	DefinitelyNot	NA	NA	NA	Frightened;Worry	NA	DefYes	1	DefYes	1	Likely	2	DefYes	1	Likely	2	NA	AlreadyDo	3	VeryLikely	1	Likely	2	Likely	2	AlreadyDo	3	AlreadyDo	3	Unlikely	4	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	Diagnose;FamilySupport;PersonalAdvice	NA	Alone;StartNoFun	NA	GP;MobileApp;SupportFamily	NA	Unknown	3	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	GreatExtent	1	Neutral	2	NotatAll	3	Neutral	2	Neutral	2	NotatAll	3	Neutral	2	No	26-40	2	France	62	Male	2	GradSchool	5	Single	1	Employed;Student	No	AboveAverage	Average	Yes	No
118017	5633614	Consent_Yes	Rarely	VeryStrong	1	VeryStrong	1	Strong	2	Weak	4	Strong	2	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	Strong	2	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Important	2	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Never	4	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Rarely	3	Occasionally	2	Lecture, recherche, formation sur les sujets qui m'intéressent	Occasionally	2	Occasionally	2	Frequently	1	Never	4	Frequently	1	Occasionally	2	Occasionally	2	Rarely	3	Frequently	1	Accurate;Cheap;SocialSecurity	NA	Probably	Information;Respond	NA	DefNot	NA	NA	Likely	2	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	AlreadyDo	3	Likely	2	VeryLikely	1	NA	NA	NA	Diagnose;ImpactKnown;WorseMemory	NA	NotHelp;NoTime;StartNoFun	NA	Checkup;GP;GroupSupport;MobileApp	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	Neutral	2	Neutral	2	GreatExtent	1	NotatAll	3	Neutral	2	No	41-60	3	France	62	Female	1	GradSchool	5	Divorced	4	Employed	No	Average	AboveAverage	No	No
118017	5633142	Consent_Yes	Frequently	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Diabetes;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Frequently	1	Frequently	1	Rarely	3	Frequently	1	Frequently	1	Never	4	Frequently	1	Occasionally	2	Frequently	1	NA	Rarely	3	Rarely	3	NA	NA	Rarely	3	Frequently	1	Frequently	1	Rarely	3	Never	4	Frequently	1	NoPain;OtherCriteria;SocialSecurity	Un accompagnement adapté devrait être proposé en fonction des résultats. Laisser les gens avec des résultats anxiogènes et peut de solutions pourra avoir tendance à augmenter les comportements à risques (cf: addictions)	Probably	Respond	NA	ProbablyNot	NA	NA	Likely	2	Likely	2	DefYes	1	DefYes	1	DefYes	1	NA	AlreadyDo	3	AlreadyDo	3	Likely	2	AlreadyDo	3	Likely	2	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	Diagnose;ImpactKnown;PersonalAdvice	NA	NoInfo;NotHelp;NoTime	NA	Checkup;GP	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	Yes	26-40	2	Germany	4	Female	1	GradSchool	5	DomesticPartner	3	Employed	Yes	AboveAverage	Average	No	No
118017	5633103	Consent_Yes	Rarely	Moderate	3	Strong	2	Strong	2	Weak	4	Strong	2	Strong	2	VeryStrong	1	Moderate	3	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Rarely	3	Frequently	1	Lire	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Rarely	3	Occasionally	2	Occasionally	2	Rarely	3	Frequently	1	Accurate;OtherCriteria;SocialSecurity	Obligatoire et régulier	Definitely	Information;Respond	NA	DefYes	NA	NA	DefYes	1	DefYes	1	DefYes	1	Likely	2	DefYes	1	NA	VeryLikely	1	VeryLikely	1	Likely	2	Unlikely	4	VeryLikely	1	Likely	2	AlreadyDo	3	VeryLikely	1	AlreadyDo	3	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	Alone;NoInfo;NoTime	NA	Checkup;GP;MobileApp	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	No	26-40	2	France	62	Female	1	GradSchool	5	DomesticPartner	3	Employed	Yes	Average	AboveAverage	No	No
