form_id	submission_id	Consent_Form_no	Q01_Think_Brain_Frequency_no	Q02_DietInfl_no	Q02_DietInfl_no_dummy	Q02_EducationInfl_no	Q02_EducationInfl_no_dummy	Q02_GeneticsInfl_no	Q02_GeneticsInfl_no_dummy	Q02_IncomeInfl_no	Q02_IncomeInfl_no_dummy	Q02_LifeGoalsInfl_no	Q02_LifeGoalsInfl_no_dummy	Q02_PhyEnvironmentInfl_no	Q02_PhyEnvironmentInfl_no_dummy	Q02_PhyHealthInfl_no	Q02_PhyHealthInfl_no_dummy	Q02_ProfessionInfl_no	Q02_ProfessionInfl_no_dummy	Q02_SleepHabitsInfl_no	Q02_SleepHabitsInfl_no_dummy	Q02_SocEnvironmentInfl_no	Q02_SocEnvironmentInfl_no_dummy	Q02_SubstanceInfl_no	Q02_SubstanceInfl_no_dummy	Q03_Adolescence_no	Q03_Adolescence_no_dummy	Q03_Child_no	Q03_Child_no_dummy	Q03_MiddleAge_no	Q03_MiddleAge_no_dummy	Q03_OlderAge_no	Q03_OlderAge_no_dummy	Q03_Womb_no	Q03_Womb_no_dummy	Q03_YoungAdult_no	Q03_YoungAdult_no_dummy	Q04_Brain_Disease_no	Q05_AlcoholGen_no	Q05_AlcoholGen_no_dummy	Q05_ExcerciseGen_no	Q05_ExcerciseGen_no_dummy	Q05_HealthyDietGen_no	Q05_HealthyDietGen_no_dummy	Q05_IntellectGen_no	Q05_IntellectGen_no_dummy	Q05_ProtectionGen_no	Q05_ProtectionGen_no_dummy	Q05_RelaxGen_no	Q05_RelaxGen_no_dummy	Q05_SleepGen_no	Q05_SleepGen_no_dummy	Q05_SmokeGen_no	Q05_SmokeGen_no_dummy	Q05_SocialiseGen_no	Q05_SocialiseGen_no_dummy	Q05_SupplementsGen_no	Q05_SupplementsGen_no_dummy	Q05_WorkLifeBalanceGen_no	Q05_WorkLifeBalanceGen_no_dummy	Q06_BrainHealth_Purpose_Spec_no	Q06_ExcercisePurp_no	Q06_ExcercisePurp_no_dummy	Q06_HealthyDietPurp_no	Q06_HealthyDietPurp_no_dummy	Q06_OtherPurp_no	Q06_OtherPurp_no_dummy	Q06_ProtectionPurp_no	Q06_ProtectionPurp_no_dummy	Q06_RelaxPurp_no	Q06_RelaxPurp_no_dummy	Q06_SleepPurp_no	Q06_SleepPurp_no_dummy	Q06_SocialisePurp_no	Q06_SocialisePurp_no_dummy	Q06_SupplementsPurp_no	Q06_SupplementsPurp_no_dummy	Q06_WorkLifeBalancePurp_no	Q06_WorkLifeBalancePurp_no_dummy	Q07_Test_Criteria_no	Q07_Test_Criteria_Spec_no	Q08_Take_Test_no	Q09a_Test_Reason_no	Q09a_Test_Reason_Spec_no	Q09b_Test_Nonpreventable_no	Q09c_No_Test_no	Q09c_OtherReason_Spec_no	Q10_FamilyFriends_no	Q10_FamilyFriends_no_dummy	Q10_Library_no	Q10_Library_no_dummy	Q10_LifestyleChange_no	Q10_LifestyleChange_no_dummy	Q10_Plan_no	Q10_Plan_no_dummy	Q10_ProfessHelp_no	Q10_ProfessHelp_no_dummy	Q10_TestReactionSpec_no	Q11_BrainStimuli_no	Q11_BrainStimuli_no_dummy	Q11_EatHealthy_no	Q11_EatHealthy_no_dummy	Q11_ExcerciseMore_no	Q11_ExcerciseMore_no_dummy	Q11_ImpSleepingHabits_no	Q11_ImpSleepingHabits_no_dummy	Q11_MoreCulture_no	Q11_MoreCulture_no_dummy	Q11_MoreRelax_no	Q11_MoreRelax_no_dummy	Q11_MoreSocial_no	Q11_MoreSocial_no_dummy	Q11_NoAlcohol_no	Q11_NoAlcohol_no_dummy	Q11_NoSmoking_no	Q11_NoSmoking_no_dummy	Q11_OtherChanges_no	Q11_OtherChanges_no_dummy	Q11_OtherChanges_Spec_no	Q12_MotivateChange_Category_no	Q12_OtherMotivationChange_Spec_no	Q13_NoChange_Motivation_no	Q13_SpecifyNoMotivation_Spec_no	Q14_ChangeAssistance_no	Q14_OtherAssistance_Spec_no	Q15_FreetestAuth_en	Q15_FreetestAuth_en_dummy	Q15_InformAuth_no	Q15_InformAuth_no_dummy	Q15_InsAuth_en	Q15_InsAuth_en_dummy	Q15_RelaxAuth_en	Q15_RelaxAuth_en_dummy	Q15_SubsAuth_no	Q15_SubsAuth_no_dummy	Q15_TaxAuth_no	Q15_TaxAuth_no_dummy	Q16_BrainHealthSpec_no	Q16_BrainHealthSpec_no_dummy	Q16_GP_no	Q16_GP_no_dummy	Q16_HealthAuthWebsites_no	Q16_HealthAuthWebsites_no_dummy	Q16_Newspaper_no	Q16_Newspaper_no_dummy	Q16_OnlineForum_no	Q16_OnlineForum_no_dummy	Q16_PublicResearch_no	Q16_PublicResearch_no_dummy	Q16_ScientificJournals_no	Q16_ScientificJournals_no_dummy	Q16_SocialMedia_no	Q16_SocialMedia_no_dummy	Q16_TVRadio_no	Q16_TVRadio_no_dummy	Q17_BrainResearch_Part_no	Q18_Age_no	Q18_Age_no_dummy	Q19_Residence_no	Q19_Residence_no_dummy	Q20_Sex_no	Q20_Sex_no_dummy	Q21_Education_Coded_no	Q21_Education_Coded_no_dummy	Q22_Relationship_Status_no	Q22_Relationship_Status_no_dummy	Q23_Vocation_categories_no	Q24_Exp_HealthCare_no	Q25_Cognitive_Health_no	Q26_Emotional_Health_no	Q27_Illness_no	Q28_BrainDisease_Care_no
117805	5759865	Consent_Yes_no	Frequently	VeryStrong	1	Strong	2	VeryStrong	1	Moderate	3	Strong	2	VeryStrong	1	VeryStrong	1	Moderate	3	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Diabetes;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Never	4	Frequently	1	Frequently	1	Frequently	1	Spiller musikk, maler, leser, ute i naturen	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Accurate;OtherCriteria	Gi pålitelig svar. Nøyaktigheten bør spesifiseres	Definitely	OtherMotivation;Respond	Jeg kunne satt flere kryss. En viktig motivasjon vil være å kunne ta et informert valg om å bli behandlet for andre sykdommer, for eksempel kreft. Dette har liten hensikt hvis det er stor risiko for å utvikle demens om få år. Dette synes jeg er en av de viktigste bruksområdene ved slike tester	DefYes	NA	NA	Likely	2	DefYes	1	Likely	2	DefYes	1	DefYes	1	Jeg ville forberede muligheter for å avslutte livet i god tid før sykdommen bryter ut	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	GiveupHobby;NoMotivation;NotHelp	NA	Checkup;GP	NA	Yes	1	Yes	1	No	2	Yes	1	Yes	1	Unknown	3	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	41-60	3	Norway	126	Female	1	GradSchool	5	Divorced	4	Employed	No	Excellent	Excellent	No	Yes
117805	5758085	Consent_Yes_no	Frequently	Moderate	3	VeryStrong	1	Strong	2	Strong	2	Strong	2	VeryStrong	1	Moderate	3	Strong	2	Strong	2	VeryStrong	1	Strong	2	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	NA	NA	Frequently	1	Never	4	Frequently	1	Frequently	1	Frequently	1	Synger i kirkekoret	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	OnlineCriteria	NA	Definitely	LearnRisk;Respond	NA	DefYes	NA	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	AlreadyDo	3	AlreadyDo	3	VeryLikely	1	Arbeide for å ha et godt nettverk	Family;ImpactKnown;PersonalAdvice	NA	GiveupHobby;NoInfo;NotHelp	NA	Checkup;GP;GroupSupport;MobileApp	NA	Yes	1	Yes	1	Yes	1	Unknown	3	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	61-70	4	Norway	126	Female	1	GradSchool	5	Single	1	Employed;Volunteer-work	Yes	AboveAverage	AboveAverage	Yes	Yes
117805	5756967	Consent_Yes_no	Occasionally	Strong	2	Strong	2	Moderate	3	Moderate	3	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Arthritis;Bipolar;Cancer;Depression;Diabetes;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Never	4	Occasionally	2	Frequently	1	Frequently	1	NA	Occasionally	2	Occasionally	2	Never	4	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Cheap;NoPain;Quick	NA	ProbablyNot	NA	NA	NA	Frightened;Worry	NA	Unlikely	3	Likely	2	Likely	2	Likely	2	Likely	2	NA	Likely	2	Likely	2	Likely	2	AlreadyDo	3	Likely	2	Unlikely	4	Likely	2	Likely	2	AlreadyDo	3	AlreadyDo	3	SAmmen med familie	Diagnose;PersonalAdvice;WorseMemory	NA	Alone;NotHelp;NoTime	NA	Checkup;GP;GroupSupport	NA	No	2	Yes	1	Unknown	3	Yes	1	Yes	1	No	2	GreatExtent	1	GreatExtent	1	GreatExtent	1	NotatAll	3	GreatExtent	1	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	26-40	2	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Employed	Yes	Average	Average	No	No
117805	5756822	Consent_Yes_no	Occasionally	Strong	2	Moderate	3	Moderate	3	Weak	4	Strong	2	Moderate	3	Strong	2	Moderate	3	Strong	2	Strong	2	Moderate	3	Important	2	Important	2	Important	2	VeryImportant	1	Important	2	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Never	4	Frequently	1	Frequently	1	Frequently	1	leser litteratur og aviser. går på foredrag/konsert7teater	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	OnlineCriteria;SocialSecurity	NA	Definitely	Information;Respond	NA	ProbablyYes	NA	NA	Unlikely	3	Likely	2	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	Likely	2	Likely	2	Likely	2	NA	NA	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	NoInfo;NoNeed;NotHelp	NA	Checkup;GP;MobileApp	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	61-70	4	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Employed	Yes	Average	Average	No	Yes
117805	5751323	Consent_Yes_no	Rarely	Moderate	3	Moderate	3	Strong	2	NoInfluence	5	Moderate	3	Strong	2	Moderate	3	Moderate	3	Moderate	3	Strong	2	Strong	2	Important	2	Important	2	Important	2	Important	2	VeryImportant	1	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Never	4	Occasionally	2	Occasionally	2	Frequently	1	Gjør mentalt krevende arbeidsoppgaver på jobben	Frequently	1	Frequently	1	NA	NA	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Occasionally	2	Frequently	1	Accurate;NoPain	NA	Probably	Respond	NA	ProbablyNot	NA	NA	Unlikely	3	Likely	2	Likely	2	Likely	2	DefYes	1	NA	AlreadyDo	3	Likely	2	AlreadyDo	3	AlreadyDo	3	Unlikely	4	Likely	2	Unlikely	4	Likely	2	AlreadyDo	3	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	GiveupHobby;NoInfo	NA	Checkup;GP	NA	Yes	1	Yes	1	Yes	1	No	2	Yes	1	Unknown	3	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	61-70	4	Norway	126	Male	2	GradSchool	5	DomesticPartner	3	Employed;Pensioned	No	AboveAverage	Average	No	No
117805	5748047	Consent_Yes_no	Rarely	Strong	2	Strong	2	Strong	2	Strong	2	VeryStrong	1	Strong	2	Strong	2	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Rarely	3	Frequently	1	Rarely	3	Occasionally	2	Occasionally	2	Frequently	1	NA	Occasionally	2	Frequently	1	NA	NA	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Occasionally	2	Frequently	1	SocialSecurity	NA	ProbablyNot	NA	NA	NA	DoNotWantToKnow	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;ImpactKnown;WorseMemory	NA	Alone;NoMotivation;StartNoFun	NA	Checkup;GroupSupport;SupportFamily	NA	Unknown	3	Yes	1	No	2	Unknown	3	Unknown	3	Unknown	3	GreatExtent	1	GreatExtent	1	GreatExtent	1	NotatAll	3	GreatExtent	1	GreatExtent	1	GreatExtent	1	NotatAll	3	NotatAll	3	Yes	61-70	4	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Employed	Yes	AboveAverage	Average	No	No
117805	5746936	Consent_Yes_no	Occasionally	VeryStrong	1	VeryStrong	1	Strong	2	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Rarely	3	Frequently	1	Never	4	Frequently	1	Never	4	Occasionally	2	NA	Frequently	1	Frequently	1	NA	NA	Frequently	1	Rarely	3	Frequently	1	Frequently	1	Never	4	Occasionally	2	Accurate;OnlineCriteria;Quick	NA	Definitely	Information;LearnRisk	NA	DefYes	NA	NA	DefYes	1	DefYes	1	DefYes	1	Likely	2	Likely	2	NA	Likely	2	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	Likely	2	Likely	2	Likely	2	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	Diagnose;ImpactKnown;PersonalAdvice	NA	GiveupHobby;NoInfo;NotHelp	NA	Checkup;GP	NA	Yes	1	Yes	1	Unknown	3	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	GreatExtent	1	NotatAll	3	NotatAll	3	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	No	26-40	2	Norway	126	Female	1	GradSchool	5	Single	1	Employed	Yes	Average	Average	No	Yes
117805	5746769	Consent_Yes_no	Occasionally	Strong	2	Strong	2	Strong	2	Moderate	3	Moderate	3	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Never	4	Frequently	1	Frequently	1	Frequently	1	Frisk luft, tran, leser, lærer, mosjon, hviler	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Accurate;SocialSecurity	NA	Definitely	Information;Prepare	NA	DefYes	NA	NA	DefYes	1	DefYes	1	Likely	2	DefYes	1	DefYes	1	Tilrettelegge for fremtiden	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;Family;WorseMemory	NA	Expensive	NA	GP	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	Yes	41-60	3	Norway	126	Male	2	GradSchool	5	DomesticPartner	3	Employed	No	Average	Average	No	Yes
117805	5744462	Consent_Yes_no	Occasionally	Strong	2	Strong	2	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	Important	2	VeryImportant	1	VeryImportant	1	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Diabetes;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Never	4	Frequently	1	Occasionally	2	Occasionally	2	NA	Occasionally	2	Frequently	1	NA	NA	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Occasionally	2	Cheap;NoPain;Quick	NA	Definitely	Respond	NA	ProbablyNot	NA	NA	Likely	2	Likely	2	DefYes	1	DefYes	1	DefYes	1	NA	Likely	2	AlreadyDo	3	VeryLikely	1	VeryLikely	1	VeryLikely	1	AlreadyDo	3	VeryLikely	1	Likely	2	AlreadyDo	3	NA	NA	NA	FamilySupport;ImpactKnown;PersonalAdvice	NA	Alone;NoTime;StartNoFun	NA	GP;MobileApp;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	26-40	2	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Employed;Volunteer-work	Yes	Excellent	Average	No	Yes
117805	5738965	Consent_Yes_no	Never	Weak	4	NoInfluence	5	VeryStrong	1	Weak	4	Strong	2	Moderate	3	Moderate	3	NoInfluence	5	Moderate	3	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Frequently	1	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Never	4	Frequently	1	Never	4	Rarely	3	NA	Rarely	3	Never	4	Never	4	Frequently	1	Occasionally	2	Frequently	1	Never	4	Never	4	Rarely	3	Accurate;NoPain;Quick	NA	ProbablyNot	NA	NA	NA	DoNotWantToKnow;Worry	NA	Likely	2	DefYes	1	Likely	2	DefYes	1	DefYes	1	NA	AlreadyDo	3	VeryLikely	1	VeryLikely	1	Likely	2	Likely	2	AlreadyDo	3	NotAtAll	5	Unlikely	4	AlreadyDo	3	NotAtAll	5	NA	ImpactKnown;PersonalAdvice;WorseMemory	NA	GiveupHobby;NoInfo;NotHelp	NA	Checkup;GP;SupportFamily	NA	Yes	1	Unknown	3	No	2	No	2	No	2	Yes	1	GreatExtent	1	GreatExtent	1	Neutral	2	NotatAll	3	NotatAll	3	Neutral	2	Neutral	2	NotatAll	3	Neutral	2	No	26-40	2	Norway	126	Male	2	GradSchool	5	Unmarried	2	Unemployed	No	AboveAverage	UnderAverage	Yes	Yes
117805	5737239	Consent_Yes_no	Occasionally	VeryStrong	1	Strong	2	Moderate	3	Moderate	3	Strong	2	Moderate	3	Strong	2	Weak	4	Strong	2	Strong	2	Strong	2	Important	2	Important	2	Important	2	Important	2	Important	2	Important	2	Addiction;Alzheimer;Parkinson;Stroke	Rarely	3	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Never	4	Frequently	1	Occasionally	2	Occasionally	2	Spiser lite karbohydrater	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Accurate;SocialSecurity	NA	ProbablyNot	NA	NA	NA	Worry	NA	Likely	2	Likely	2	Likely	2	Likely	2	Likely	2	NA	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	Lavkarbokost	ImpactKnown	NA	NoTime;StartNoFun	NA	NA	NA	Unknown	3	Yes	1	Yes	1	Unknown	3	Unknown	3	Unknown	3	GreatExtent	1	GreatExtent	1	NA	NA	NA	NA	NA	NA	GreatExtent	1	GreatExtent	1	NA	NA	GreatExtent	1	No	61-70	4	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Employed	Yes	Average	Average	No	No
117805	5735950	Consent_Yes_no	Frequently	Strong	2	VeryStrong	1	Strong	2	Moderate	3	VeryStrong	1	Strong	2	Strong	2	VeryStrong	1	Moderate	3	Strong	2	Moderate	3	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Gjøre nye ting under reiser som f eks dykkersertifikat, ridning, kanopadling. Daglig Wordfeud og quizkampen. ""Den, ja"" testing av musikk (min mann spiller musikk fra Spotify og jeg prøver å svare på hvem det er. Lese bøker. Reflektere over nyheter og	Frequently	1	Frequently	1	NA	NA	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Cheap;NoPain;OnlineCriteria	NA	DefinitelyNot	NA	NA	NA	DoNotWantToKnow;Worry	NA	DefYes	1	DefYes	1	NA	NA	DefYes	1	DefYes	1	NA	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	Unlikely	4	Unlikely	4	Unlikely	4	NA	NA	NA	Diagnose	NA	NoNeed	NA	MobileApp	NA	Yes	1	Yes	1	Yes	1	No	2	No	2	No	2	GreatExtent	1	Neutral	2	Neutral	2	NotatAll	3	GreatExtent	1	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	41-60	3	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Employed	Yes	Excellent	Excellent	No	No
117805	5735270	Consent_Yes_no	Occasionally	Strong	2	Moderate	3	Strong	2	Moderate	3	Strong	2	Moderate	3	Strong	2	Moderate	3	VeryStrong	1	Strong	2	Strong	2	Important	2	VeryImportant	1	Important	2	VeryImportant	1	Important	2	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Frequently	1	Frequently	1	Never	4	Frequently	1	Frequently	1	Never	4	Frequently	1	Frequently	1	Never	4	Går igang med oppgaver som jeg ikke har utført tidligere td. Snekre hus til katten,fuglehus, nye strikkemønstre,går nye turveier	Occasionally	2	Frequently	1	Occasionally	2	Never	4	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Never	4	Accurate;NoPain;OtherCriteria	Må ha svært liten risikofor for feiltolkninger. Ikke påføre testpersonen engstelse for hjernesykdom. Resultatene må ikke kunne bli feiltolke.	Probably	Prepare;Respond	NA	ProbablyYes	NA	NA	Likely	2	DefYes	1	Unlikely	3	DefYes	1	DefYes	1	NA	Likely	2	AlreadyDo	3	Unlikely	4	AlreadyDo	3	Unlikely	4	AlreadyDo	3	Likely	2	VeryLikely	1	AlreadyDo	3	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	Alone;NoInfo;StartNoFun	NA	Checkup;GP;GroupSupport;SupportFamily	NA	Unknown	3	Unknown	3	Yes	1	No	2	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	61-70	4	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Pensioned	Yes	Average	Average	No	No
117805	5732123	Consent_Yes_no	Occasionally	Strong	2	Moderate	3	Moderate	3	VeryStrong	1	Strong	2	Moderate	3	VeryStrong	1	Strong	2	VeryStrong	1	Moderate	3	Strong	2	Important	2	Important	2	VeryImportant	1	Important	2	Important	2	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Frequently	1	Occasionally	2	Leser	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	OnlineCriteria;Quick	NA	Definitely	Information	NA	DefYes	NA	NA	Unlikely	3	Likely	2	Likely	2	Likely	2	Likely	2	NA	VeryLikely	1	Likely	2	Likely	2	VeryLikely	1	Likely	2	Likely	2	Likely	2	Likely	2	VeryLikely	1	AlreadyDo	3	NA	WorseMemory	NA	NoMotivation	NA	GP	NA	Unknown	3	Yes	1	No	2	Yes	1	Unknown	3	Unknown	3	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	GreatExtent	1	Neutral	2	NotatAll	3	Neutral	2	No	41-60	3	Norway	126	Male	2	HighSchool	3	DomesticPartner	3	Disabled	No	Average	UnderAverage	Yes	No
