form_id	submission_id	Consent_Form_hu	Q01_Think_Brain_Frequency_hu	Q02_DietInfl_hu	Q02_DietInfl_hu_dummy	Q02_EducationInfl_hu	Q02_EducationInfl_hu_dummy	Q02_GeneticsInfl_hu	Q02_GeneticsInfl_hu_dummy	Q02_IncomeInfl_hu	Q02_IncomeInfl_hu_dummy	Q02_LifeGoalsInfl_hu	Q02_LifeGoalsInfl_hu_dummy	Q02_PhyEnvironmentInfl_hu	Q02_PhyEnvironmentInfl_hu_dummy	Q02_PhyHealthInfl_hu	Q02_PhyHealthInfl_hu_dummy	Q02_ProfessionInfl_hu	Q02_ProfessionInfl_hu_dummy	Q02_SleepHabitsInfl_hu	Q02_SleepHabitsInfl_hu_dummy	Q02_SocEnvironmentInfl_hu	Q02_SocEnvironmentInfl_hu_dummy	Q02_SubstanceInfl_hu	Q02_SubstanceInfl_hu_dummy	Q03_Adolescence_hu	Q03_Adolescence_hu_dummy	Q03_Child_hu	Q03_Child_hu_dummy	Q03_MiddleAge_hu	Q03_MiddleAge_hu_dummy	Q03_OlderAge_hu	Q03_OlderAge_hu_dummy	Q03_Womb_hu	Q03_Womb_hu_dummy	Q03_YoungAdult_hu	Q03_YoungAdult_hu_dummy	Q04_Brain_Disease_hu	Q05_AlcoholGen_hu	Q05_AlcoholGen_hu_dummy	Q05_ExcerciseGen_hu	Q05_ExcerciseGen_hu_dummy	Q05_HealthyDietGen_hu	Q05_HealthyDietGen_hu_dummy	Q05_IntellectGen_hu	Q05_IntellectGen_hu_dummy	Q05_ProtectionGen_hu	Q05_ProtectionGen_hu_dummy	Q05_RelaxGen_hu	Q05_RelaxGen_hu_dummy	Q05_SleepGen_hu	Q05_SleepGen_hu_dummy	Q05_SmokeGen_hu	Q05_SmokeGen_hu_dummy	Q05_SocialiseGen_hu	Q05_SocialiseGen_hu_dummy	Q05_SupplementsGen_hu	Q05_SupplementsGen_hu_dummy	Q05_WorkLifeBalanceGen_hu	Q05_WorkLifeBalanceGen_hu_dummy	Q06_BrainHealth_Purpose_Spec_hu	Q06_ExcercisePurp_hu	Q06_ExcercisePurp_hu_dummy	Q06_HealthyDietPurp_hu	Q06_HealthyDietPurp_hu_dummy	Q06_OtherPurp_hu	Q06_OtherPurp_hu_dummy	Q06_ProtectionPurp_hu	Q06_ProtectionPurp_hu_dummy	Q06_RelaxPurp_hu	Q06_RelaxPurp_hu_dummy	Q06_SleepPurp_hu	Q06_SleepPurp_hu_dummy	Q06_SocialisePurp_hu	Q06_SocialisePurp_hu_dummy	Q06_SupplementsPurp_hu	Q06_SupplementsPurp_hu_dummy	Q06_WorkLifeBalancePurp_hu	Q06_WorkLifeBalancePurp_hu_dummy	Q07_Test_Criteria_hu	Q07_Test_Criteria_Spec_hu	Q08_Take_Test_hu	Q09a_Test_Reason_hu	Q09a_Test_Reason_Spec_hu	Q09b_Test_Nonpreventable_hu	Q09c_No_Test_hu	Q10_FamilyFriends_hu	Q10_FamilyFriends_hu_dummy	Q10_Library_hu	Q10_Library_hu_dummy	Q10_LifestyleChange_hu	Q10_LifestyleChange_hu_dummy	Q10_Plan_hu	Q10_Plan_hu_dummy	Q10_ProfessHelp_hu	Q10_ProfessHelp_hu_dummy	Q10_TestReactionSpec_hu	Q11_BrainStimuli_hu	Q11_BrainStimuli_hu_dummy	Q11_EatHealthy_hu	Q11_EatHealthy_hu_dummy	Q11_ExcerciseMore_hu	Q11_ExcerciseMore_hu_dummy	Q11_ImprSleepingHabits_hu	Q11_ImprSleepingHabits_hu_dummy	Q11_MoreCulture_hu	Q11_MoreCulture_hu_dummy	Q11_MoreRelax_hu	Q11_MoreRelax_hu_dummy	Q11_MoreSocial_hu	Q11_MoreSocial_hu_dummy	Q11_NoAlcohol_hu	Q11_NoAlcohol_hu_dummy	Q11_NoSmoking_hu	Q11_NoSmoking_hu_dummy	Q11_OtherChanges_hu	Q11_OtherChanges_hu_dummy	Q11_OtherChanges_Spec_hu	Q12_MotivateChange_Category_hu	Q12_OtherChangeMotivation_Spec_hu	Q13_NoChange_Motivation_hu	Q13_SpecifyNoMotivation_Spec_hu	Q14_ChangeAssistance_hu	Q14_OtherAssistance_Spec_hu	Q15_FreetestAuth_hu	Q15_FreetestAuth_hu_dummy	Q15_InformAuth_hu	Q15_InformAuth_hu_dummy	Q15_InsAuth_hu	Q15_InsAuth_hu_dummy	Q15_RelaxAuth_hu	Q15_RelaxAuth_hu_dummy	Q15_SubsAuth_hu	Q15_SubsAuth_hu_dummy	Q15_TaxAuth_hu	Q15_TaxAuth_hu_dummy	Q16_BrainHealthSpec_hu	Q16_BrainHealthSpec_hu_dummy	Q16_GP_hu	Q16_GP_hu_dummy	Q16_HealthAuthWebsites_hu	Q16_HealthAuthWebsites_hu_dummy	Q16_Newspaper_hu	Q16_Newspaper_hu_dummy	Q16_OnlineForum_hu	Q16_OnlineForum_hu_dummy	Q16_PublicResearch_hu	Q16_PublicResearch_hu_dummy	Q16_ScientificJournals_hu	Q16_ScientificJournals_hu_dummy	Q16_SocialMedia_hu	Q16_SocialMedia_hu_dummy	Q16_TVRadio_hu	Q16_TVRadio_hu_dummy	Q17_BrainResearch_Part_hu	Q18_Age_hu	Q18_Age_hu_dummy	Q19_Residence_hu	Q19_Residence_hu_dummy	Q20_Sex_hu	Q20_Sex_hu_dummy	Q21_Education_Coded_hu	Q21_Education_Coded_hu_dummy	Q22_Relationship_Status_hu	Q22_Relationship_Status_hu_dummy	Q23_Vocation_categories_hu	Q24_Exp_HealthCare_hu	Q25_Cognitive_Health_hu	Q26_Emotional_Health_hu	Q27_Illness_hu	Q28_BrainDisease_Care_hu
116413	8030277	Consent_Yes_hu	Rarely	Moderate	3	Moderate	3	VeryStrong	1	Moderate	3	Moderate	3	Moderate	3	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	Important	2	Important	2	Important	2	Important	2	VeryImportant	1	Important	2	Addiction;Alzheimer;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Frequently	1	Occasionally	2	Rarely	3	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Never	4	Frequently	1	Never	4	Frequently	1	Olvasás	Frequently	1	Never	4	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Rarely	3	Never	4	Frequently	1	Accurate;SocialSecurity	NA	ProbablyNot	NA	NA	NA	Worry	Likely	2	DefYes	1	Likely	2	Likely	2	Likely	2	NA	Likely	2	Unlikely	4	Likely	2	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	Unlikely	4	AlreadyDo	3	NA	NA	NA	Diagnose;WorseMemory	NA	Expensive;GiveupHobby;StartNoFun	NA	SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Unknown	3	GreatExtent	1	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	GreatExtent	1	GreatExtent	1	NotatAll	3	NotatAll	3	No	41-60	3	Hungary	107	Female	1	GradSchool	5	DomesticPartner	3	Employed	No	Average	Excellent	Yes	Yes
116413	8030230	Consent_Yes_hu	Occasionally	VeryStrong	1	Weak	4	Strong	2	NoInfluence	5	Moderate	3	VeryStrong	1	VeryStrong	1	Weak	4	Strong	2	NoInfluence	5	VeryStrong	1	Important	2	Important	2	Important	2	Important	2	Important	2	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Diabetes;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Never	4	Occasionally	2	Frequently	1	Frequently	1	NA	NA	Occasionally	2	Frequently	1	Never	4	Rarely	3	Frequently	1	Occasionally	2	különböző játékok	Rarely	3	Frequently	1	NA	NA	Rarely	3	Frequently	1	Frequently	1	Rarely	3	Frequently	1	Occasionally	2	Accurate;Quick;SocialSecurity	NA	Definitely	Respond	NA	ProbablyYes	NA	Likely	2	Defnot	4	DefYes	1	Likely	2	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	Diagnose;Family;ImpactKnown	NA	NoInfo;NoMotivation;NotHelp	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	No	2	GreatExtent	1	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	61-70	4	Hungary	107	Female	1	VocationSchool	4	Single	1	Pensioned	No	Average	Average	Yes	Yes
116413	8030155	Consent_Yes_hu	Frequently	VeryStrong	1	Moderate	3	Strong	2	Strong	2	Moderate	3	Strong	2	VeryStrong	1	Strong	2	Strong	2	Moderate	3	Strong	2	Important	2	Important	2	Important	2	Important	2	Important	2	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Diabetes;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Never	4	Occasionally	2	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Never	4	Occasionally	2	Frequently	1	Occasionally	2	Tudas szinten tartasa, idegen nyelven olvasas	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Accurate;Cheap;OnlineCriteria	NA	Probably	LearnRisk	NA	ProbablyYes	NA	Unlikely	3	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	Likely	2	VeryLikely	1	VeryLikely	1	AlreadyDo	3	Likely	2	AlreadyDo	3	Unlikely	4	AlreadyDo	3	AlreadyDo	3	Likely	2	Tudas fejlesztes	Diagnose;ImpactKnown;PersonalAdvice	NA	Expensive;NotHelp;StartNoFun	NA	GP	NA	Yes	1	Unknown	3	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	Neutral	2	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	No	71-80	5	Hungary	107	Female	1	GradSchool	5	DomesticPartner	3	Pensioned	No	Average	Average	Yes	Yes
116413	8030035	Consent_Yes_hu	Occasionally	VeryStrong	1	Moderate	3	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	Important	2	Important	2	Important	2	VeryImportant	1	Addiction;Alzheimer;Bipolar;Depression;Parkinson;Schizophrenia	Rarely	3	Occasionally	2	Occasionally	2	Occasionally	2	Rarely	3	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Rarely	3	Occasionally	2	Társas játék	Occasionally	2	Occasionally	2	Occasionally	2	Rarely	3	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Accurate;Cheap;OnlineCriteria	NA	Definitely	Information;Respond	NA	DefYes	NA	Unlikely	3	Unlikely	3	DefYes	1	DefYes	1	DefYes	1	NA	Likely	2	Likely	2	VeryLikely	1	VeryLikely	1	Unlikely	4	Likely	2	Likely	2	VeryLikely	1	Likely	2	NA	NA	NA	Affordable;Fun;PersonalAdvice	NA	Alone;Expensive;NoInfo	NA	Checkup;GP;MobileApp	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	GreatExtent	1	NotatAll	3	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	NotatAll	3	No	61-70	4	Hungary	107	Female	1	GradSchool	5	Widowed	5	Pensioned	No	Average	Average	No	Yes
116413	8029968	Consent_Yes_hu	Occasionally	Moderate	3	Weak	4	Strong	2	Strong	2	Moderate	3	VeryStrong	1	Strong	2	Weak	4	Moderate	3	Moderate	3	Strong	2	Important	2	Important	2	VeryImportant	1	VeryImportant	1	ModImportant	3	Important	2	Addiction;Alzheimer;Hypertension;Stroke	Rarely	3	Rarely	3	Rarely	3	Never	4	Never	4	Occasionally	2	Frequently	1	Never	4	Rarely	3	Never	4	Rarely	3	NA	Never	4	Never	4	NA	NA	Never	4	Never	4	Never	4	Rarely	3	Never	4	Never	4	Accurate;Cheap;NoPain	NA	Probably	LearnRisk;Prepare	NA	Probablynot	NA	Likely	2	Defnot	4	Defnot	4	DefYes	1	Likely	2	NA	NotAtAll	5	Unlikely	4	Unlikely	4	AlreadyDo	3	NotAtAll	5	Unlikely	4	Unlikely	4	NotAtAll	5	AlreadyDo	3	NA	NA	NA	Diagnose;FamilySupport;WorseMemory	NA	Expensive;NoMotivation;StartNoFun	NA	GP;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	NotatAll	3	GreatExtent	1	GreatExtent	1	NotatAll	3	GreatExtent	1	No	80plus	6	Hungary	107	Male	2	SpecialSchool	2	Widowed	5	Pensioned	No	Poor	Average	Yes	No
116413	8029940	Consent_Yes_hu	Frequently	Moderate	3	Moderate	3	VeryStrong	1	Moderate	3	Moderate	3	Strong	2	Strong	2	Moderate	3	Moderate	3	Strong	2	Strong	2	ModImportant	3	ModImportant	3	Important	2	Important	2	ModImportant	3	ModImportant	3	Addiction;Alzheimer;Anxiety;Depression;Schizophrenia	Never	4	Occasionally	2	Occasionally	2	Occasionally	2	Never	4	Frequently	1	Occasionally	2	Never	4	Rarely	3	Never	4	Occasionally	2	NA	Rarely	3	Rarely	3	Rarely	3	Never	4	Frequently	1	Frequently	1	Occasionally	2	Never	4	Frequently	1	Accurate;Cheap;NoPain	NA	Definitely	LearnRisk;Respond	NA	DefYes	NA	NA	NA	NA	NA	DefYes	1	NA	NA	NA	NA	NA	Likely	2	Likely	2	Likely	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Diagnose;ImpactKnown;WorseMemory	NA	Expensive	NA	Checkup;GP	NA	NA	NA	Yes	1	NA	NA	NA	NA	Yes	1	NA	NA	GreatExtent	1	Neutral	2	NA	NA	NA	NA	NA	NA	GreatExtent	1	GreatExtent	1	NA	NA	NA	NA	No	61-70	4	Hungary	107	Female	1	SpecialSchool	2	DomesticPartner	3	Disabled	No	BelowAverage	BelowAverage	Yes	No
116413	8029921	Consent_Yes_hu	Frequently	Moderate	3	Strong	2	VeryStrong	1	Moderate	3	Strong	2	Strong	2	Moderate	3	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	Important	2	Important	2	VeryImportant	1	VeryImportant	1	Important	2	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Never	4	Occasionally	2	Occasionally	2	Frequently	1	Tanulás, meditáció, változatosságra való törekvés, írás	Occasionally	2	Occasionally	2	Occasionally	2	NA	NA	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Accurate;Cheap;Quick	NA	Definitely	LearnRisk;Respond	NA	DefYes	NA	Likely	2	DefYes	1	DefYes	1	Likely	2	DefYes	1	NA	Likely	2	VeryLikely	1	VeryLikely	1	Likely	2	Likely	2	Likely	2	Likely	2	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	Diagnose;Family;WorseMemory	NA	NoMotivation;NotHelp	NA	GP;MobileApp;SupportFamily	NA	Unknown	3	Yes	1	Yes	1	Yes	1	Yes	1	Unknown	3	GreatExtent	1	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	No	41-60	3	Romania	143	Female	1	HighSchool	3	DomesticPartner	3	Employed	No	Average	Average	Yes	Yes
116413	8029892	Consent_Yes_hu	Never	Strong	2	Moderate	3	Strong	2	Moderate	3	Moderate	3	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Rarely	3	Rarely	3	Frequently	1	Never	4	Frequently	1	Frequently	1	Never	4	Rarely	3	Occasionally	2	Rarely	3	NA	Rarely	3	Occasionally	2	NA	NA	Never	4	Frequently	1	Frequently	1	Rarely	3	Occasionally	2	Rarely	3	SocialSecurity	NA	Probably	Respond	NA	Probablynot	NA	Unlikely	3	Unlikely	3	Likely	2	Unlikely	3	DefYes	1	NA	AlreadyDo	3	Likely	2	Unlikely	4	AlreadyDo	3	NotAtAll	5	Likely	2	Unlikely	4	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	FamilySupport;ImpactKnown	NA	Expensive	NA	GP	NA	Yes	1	No	2	Yes	1	Yes	1	Yes	1	No	2	GreatExtent	1	GreatExtent	1	Neutral	2	NotatAll	3	NotatAll	3	GreatExtent	1	GreatExtent	1	NotatAll	3	NotatAll	3	No	41-60	3	Hungary	107	Female	1	PrimarySchool	1	Divorced	4	Employed	Yes	Average	Average	No	Yes
116413	8029859	Consent_Yes_hu	Frequently	Strong	2	Strong	2	Strong	2	Moderate	3	Strong	2	NA	NA	Strong	2	Moderate	3	Strong	2	Strong	2	VeryStrong	1	Important	2	Important	2	VeryImportant	1	VeryImportant	1	Important	2	Important	2	Addiction;Alzheimer;Anxiety	Never	4	Occasionally	2	Frequently	1	Occasionally	2	Never	4	Frequently	1	Frequently	1	Never	4	Occasionally	2	Never	4	Frequently	1	Meditació	Frequently	1	Frequently	1	Occasionally	2	Never	4	Frequently	1	Frequently	1	Occasionally	2	Never	4	Frequently	1	Accurate;NoPain;Quick	NA	Probably	Information;Respond	NA	ProbablyYes	NA	Likely	2	Likely	2	DefYes	1	Unlikely	3	Likely	2	NA	Likely	2	AlreadyDo	3	Likely	2	AlreadyDo	3	Likely	2	AlreadyDo	3	Likely	2	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	ImpactKnown	NA	NoMotivation;NotHelp	NA	GroupSupport;MobileApp;SupportFamily	NA	Unknown	3	Yes	1	Yes	1	Yes	1	Yes	1	Unknown	3	GreatExtent	1	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	Yes	61-70	4	Hungary	107	Female	1	GradSchool	5	Widowed	5	Pensioned	No	Average	Average	No	Yes
116413	8029802	Consent_Yes_hu	Occasionally	Moderate	3	Weak	4	VeryStrong	1	Weak	4	Strong	2	Moderate	3	Strong	2	Weak	4	VeryStrong	1	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Important	2	VeryImportant	1	Alzheimer;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	Rarely	3	Frequently	1	Occasionally	2	Occasionally	2	Occasionally	2	NA	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Accurate;NoPain;SocialSecurity	NA	Definitely	Information;LearnRisk	NA	DefYes	NA	Unlikely	3	Likely	2	DefYes	1	Unlikely	3	DefYes	1	NA	Likely	2	Likely	2	Likely	2	VeryLikely	1	Unlikely	4	Likely	2	Unlikely	4	AlreadyDo	3	Likely	2	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	NoInfo;NotHelp;StartNoFun	NA	Checkup;GP	NA	Yes	1	Yes	1	Yes	1	No	2	Yes	1	Unknown	3	GreatExtent	1	NotatAll	3	Neutral	2	NotatAll	3	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	41-60	3	Hungary	107	Female	1	HighSchool	3	DomesticPartner	3	Employed	Yes	Average	Average	Yes	No
116413	8029780	Consent_Yes_hu	Rarely	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	Important	2	Important	2	Important	2	Important	2	Important	2	Important	2	Addiction;Alzheimer;Bipolar;Cancer;Depression;Diabetes;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Rarely	3	Rarely	3	Rarely	3	Never	4	Frequently	1	Frequently	1	Never	4	Occasionally	2	Occasionally	2	Occasionally	2	NA	Rarely	3	Occasionally	2	Occasionally	2	Never	4	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Occasionally	2	NoPain;Quick;SocialSecurity	NA	Definitely	LearnRisk;Respond	NA	DefYes	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	Likely	2	Likely	2	Likely	2	VeryLikely	1	Likely	2	VeryLikely	1	Likely	2	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	Affordable;PersonalAdvice;WorseMemory	NA	Expensive;GiveupHobby;StartNoFun	NA	Checkup;GP;MobileApp	NA	Yes	1	Yes	1	No	2	No	2	Yes	1	No	2	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	Neutral	2	Neutral	2	Neutral	2	Neutral	2	Neutral	2	No	26-40	2	Hungary	107	Female	1	VocationSchool	4	Single	1	Employed	Yes	Average	Average	No	No
116413	8029451	Consent_Yes_hu	Occasionally	Strong	2	Moderate	3	Moderate	3	Moderate	3	Moderate	3	Strong	2	Moderate	3	Moderate	3	Strong	2	Strong	2	VeryStrong	1	Important	2	Important	2	Important	2	Important	2	Important	2	Important	2	Addiction;Alzheimer;Hypertension	Never	4	Occasionally	2	Rarely	3	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Rarely	3	Rarely	3	Occasionally	2	Occasionally	2	Alvás	Occasionally	2	Occasionally	2	Rarely	3	Rarely	3	Rarely	3	Occasionally	2	Rarely	3	Rarely	3	Occasionally	2	SocialSecurity	NA	Probably	Information	NA	ProbablyYes	NA	Unlikely	3	Unlikely	3	Likely	2	Likely	2	Likely	2	NA	Likely	2	Likely	2	Likely	2	Likely	2	Likely	2	Likely	2	AlreadyDo	3	AlreadyDo	3	Likely	2	Unlikely	4	NA	PersonalAdvice	NA	NoInfo	NA	GP	NA	Yes	1	Yes	1	Yes	1	Yes	1	Unknown	3	Unknown	3	Neutral	2	Neutral	2	Neutral	2	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	No	41-60	3	Hungary	107	Female	1	VocationSchool	4	DomesticPartner	3	Employed	No	Average	Average	No	Yes
116413	8029412	Consent_Yes_hu	Frequently	VeryStrong	1	Moderate	3	VeryStrong	1	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	Strong	2	Strong	2	Strong	2	VeryStrong	1	Important	2	VeryImportant	1	Important	2	Important	2	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Frequently	1	Occasionally	2	Rarely	3	Occasionally	2	Occasionally	2	Occasionally	2	Rarely	3	Rarely	3	Occasionally	2	Pihenes	Occasionally	2	Occasionally	2	Rarely	3	Rarely	3	Occasionally	2	Occasionally	2	Rarely	3	Occasionally	2	Occasionally	2	Accurate	NA	Definitely	Information	NA	DefYes	NA	Likely	2	Likely	2	DefYes	1	Likely	2	DefYes	1	NA	Likely	2	VeryLikely	1	VeryLikely	1	VeryLikely	1	Unlikely	4	VeryLikely	1	Likely	2	NotAtAll	5	Likely	2	Unlikely	4	NA	ImpactKnown	NA	Expensive	NA	GP	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	No	2	GreatExtent	1	GreatExtent	1	Neutral	2	NotatAll	3	Neutral	2	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	No	41-60	3	Hungary	107	Female	1	HighSchool	3	DomesticPartner	3	Employed	Yes	Average	Average	Yes	Yes
116413	8029322	Consent_Yes_hu	Frequently	Moderate	3	Moderate	3	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	Weak	4	Strong	2	Strong	2	VeryStrong	1	Important	2	Important	2	ModImportant	3	ModImportant	3	Important	2	ModImportant	3	Addiction;Alzheimer;Bipolar;Depression;Hypertension;Parkinson;Schizophrenia;Stroke	Rarely	3	Rarely	3	Rarely	3	Occasionally	2	Never	4	Occasionally	2	Rarely	3	Never	4	Frequently	1	Frequently	1	Rarely	3	Olvasás 📖	Occasionally	2	Frequently	1	Rarely	3	Never	4	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Accurate;Cheap;SocialSecurity	NA	Definitely	LearnRisk;Respond	NA	ProbablyYes	NA	Unlikely	3	Unlikely	3	DefYes	1	Likely	2	DefYes	1	NA	Likely	2	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	Sokkal többet lennék a gyerekeimmel, unokáimmal. ❤️	Diagnose;ImpactKnown;WorseMemory	NA	NoInfo	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	Unknown	3	Yes	1	Yes	1	Unknown	3	GreatExtent	1	Neutral	2	NotatAll	3	Neutral	2	NotatAll	3	GreatExtent	1	Neutral	2	NotatAll	3	NotatAll	3	No	41-60	3	Hungary	107	Female	1	HighSchool	3	Divorced	4	Employed	Yes	Average	BelowAverage	Yes	No
116413	8029137	Consent_Yes_hu	Frequently	Strong	2	Moderate	3	VeryStrong	1	Moderate	3	VeryStrong	1	VeryStrong	1	VeryStrong	1	Moderate	3	Strong	2	VeryStrong	1	Strong	2	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Alzheimer;Anxiety;Bipolar;Depression;Parkinson	Never	4	Rarely	3	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Occasionally	2	Occasionally	2	Rarely	3	Frequently	1	Olvasás	Rarely	3	Frequently	1	Occasionally	2	Rarely	3	Occasionally	2	Occasionally	2	Occasionally	2	Rarely	3	Occasionally	2	Accurate;Cheap;SocialSecurity	NA	Definitely	Prepare	NA	DefYes	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	DefYes	1	A szeretteimmel töltenek minél több időt	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	VeryLikely	1	Figyelnének a testem	Family;FamilySupport;WorseMemory	NA	Alone;NoInfo	NA	GP;GroupSupport;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	Neutral	2	NotatAll	3	NotatAll	3	GreatExtent	1	GreatExtent	1	NotatAll	3	NotatAll	3	No	41-60	3	Israel	73	Female	1	GradSchool	5	Unmaried	2	Employed;Volunteer-work	Yes	AboveAverage	Excellent	No	Yes
