form_id	submission_id	Consent_Form_se	Q01_Think_Brain_Frequency_se	Q02_DietInfl_se	Q02_DietInfl_se_dummy	Q02_EducationInfl_se	Q02_EducationInfl_se_dummy	Q02_GeneticsInfl_se	Q02_GeneticsInfl_se_dummy	Q02_IncomeInfl_se	Q02_IncomeInfl_se_dummy	Q02_LifeGoalsInfl_se	Q02_LifeGoalsInfl_se_dummy	Q02_PhyEnvironmentInfl_se	Q02_PhyEnvironmentInfl_se_dummy	Q02_PhyHealthInfl_se	Q02_PhyHealthInfl_se_dummy	Q02_ProfessionInfl_se	Q02_ProfessionInfl_se_dummy	Q02_SleepHabitsInfl_se	Q02_SleepHabitsInfl_se_dummy	Q02_SocEnvironmentInfl_se	Q02_SocEnvironmentInfl_se_dummy	Q02_SubstanceInfl_se	Q02_SubstanceInfl_se_dummy	Q03_Adolescence_se	Q03_Adolescence_se_dummy	Q03_Child_se	Q03_Child_se_dummy	Q03_MiddleAge_se	Q03_MiddleAge_se_dummy	Q03_OlderAge_se	Q03_OlderAge_se_dummy	Q03_Womb_se	Q03_Womb_se_dummy	Q03_YoungAdult_se	Q03_YoungAdult_se_dummy	Q04_Brain_Disease_se	Q05_AlcoholGen_se	Q05_AlcoholGen_se_dummy	Q05_ExcerciseGen_se	Q05_ExcerciseGen_se_dummy	Q05_HealthyDietGen_se	Q05_HealthyDietGen_se_dummy	Q05_IntellectGen_se	Q05_IntellectGen_se_dummy	Q05_ProtectionGen_se	Q05_ProtectionGen_se_dummy	Q05_RelaxGen_se	Q05_RelaxGen_se_dummy	Q05_SleepGen_se	Q05_SleepGen_se_dummy	Q05_SmokeGen_se	Q05_SmokeGen_se_dummy	Q05_SocialiseGen_se	Q05_SocialiseGen_se_dummy	Q05_SupplementsGen_se	Q05_SupplementsGen_se_dummy	Q05_WorkLifeBalanceGen_se	Q05_WorkLifeBalanceGen_se_dummy	Q06_BrainHealth_Purpose_Spec_se	Q06_ExcercisePurp_se	Q06_ExcercisePurp_se_dummy	Q06_HealthyDietPurp_se	Q06_HealthyDietPurp_se_dummy	Q06_OtherPurp_se	Q06_OtherPurp_se_dummy	Q06_ProtectionPurp_se	Q06_ProtectionPurp_se_dummy	Q06_RelaxPurp_se	Q06_RelaxPurp_se_dummy	Q06_SleepPurp_se	Q06_SleepPurp_se_dummy	Q06_SocialisePurp_se	Q06_SocialisePurp_se_dummy	Q06_SupplementsPurp_se	Q06_SupplementsPurp_se_dummy	Q06_WorkLifeBalancePurp_se	Q06_WorkLifeBalancePurp_se_dummy	Q07_Test_Criteria_se	Q07_Test_Criteria_Spec_se	Q08_Take_Test_se	Q09a_Test_Reason_se	Q09a_Test_Reason_Spec_se	Q09b_Test_Nonpreventable_se	Q09c_No_Test_se	Q09c_OtherReason_Spec_se	Q10_FamilyFriends_se	Q10_FamilyFriends_se_dummy	Q10_Library_se	Q10_Library_se_dummy	Q10_LifestyleChange_se	Q10_LifestyleChange_se_dummy	Q10_Plan_se	Q10_Plan_se_dummy	Q10_ProfessHelp_se	Q10_ProfessHelp_se_dummy	Q10_TestReactionSpec_se	Q11_BrainStimuli_se	Q11_BrainStimuli_se_dummy	Q11_EatHealthy_se	Q11_EatHealthy_se_dummy	Q11_ExcerciseMore_se	Q11_ExcerciseMore_se_dummy	Q11_ImprSleepingHabits_se	Q11_ImprSleepingHabits_se_dummy	Q11_MoreCulture_se	Q11_MoreCulture_se_dummy	Q11_MoreRelax_se	Q11_MoreRelax_se_dummy	Q11_MoreSocial_se	Q11_MoreSocial_se_dummy	Q11_NoAlcohol_se	Q11_NoAlcohol_se_dummy	Q11_NoSmoking_se	Q11_NoSmoking_se_dummy	Q11_OtherChanges_se	Q11_OtherChanges_se_dummy	Q11_OtherChanges_Spec_se	Q12_MotivateChange_Category_se	Q12_OtherChangeMotivation_Spec_se	Q13_NoChange_Motivation_se	Q13_SpecifyNoMotivation_Spec_se	Q14_ChangeAssistance_se	Q14_OtherAssistance_Spec_se	Q15_FreetestAuth_se	Q15_FreetestAuth_se_dummy	Q15_InformAuth_se	Q15_InformAuth_se_dummy	Q15_InsAuth_se	Q15_InsAuth_se_dummy	Q15_RelaxAuth_se	Q15_RelaxAuth_se_dummy	Q15_SubsAuth_se	Q15_SubsAuth_se_dummy	Q15_TaxAuth_se	Q15_TaxAuth_se_dummy	Q16_BrainHealthSpec_se	Q16_BrainHealthSpec_se_dummy	Q16_GP_se	Q16_GP_se_dummy	Q16_HealthAuthWebsites_se	Q16_HealthAuthWebsites_se_dummy	Q16_Newspaper_se	Q16_Newspaper_se_dummy	Q16_OnlineForum_se	Q16_OnlineForum_se_dummy	Q16_PublicResearch_se	Q16_PublicResearch_se_dummy	Q16_ScientificJournals_se	Q16_ScientificJournals_se_dummy	Q16_SocialMedia_se	Q16_SocialMedia_se_dummy	Q16_TVRadio_se	Q16_TVRadio_se_dummy	Q17_BrainResearch_Part_se	Q18_Age_se	Q18_Age_se_dummy	Q19_Residence_se	Q19_Residence_se_dummy	Q20_Sex_se	Q20_Sex_se_dummy	Q21_Education_Coded_se	Q21_Education_Coded_se_dummy	Q22_Relationship_Status_se	Q22_Relationship_Status_se_dummy	Q23_Vocation_categories_se	Q24_Exp_HealthCare_se	Q25_Cognitive_Health_se	Q26_Emotional_Health_se	Q27_Illness_se	Q28_BrainDisease_Care_se
119016	7476012	Consent_Yes_se	Frequently	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	Strong	2	Strong	2	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	ModImportant	3	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Rarely	3	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Rarely	3	Never	4	Occasionally	2	Frequently	1	Occasionally	2	Försöker göra vad jag kan om än lite i många fall av ovan.	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Accurate;Quick;SocialSecurity	NA	Definitely	Information;Respond	NA	DefYes	NA	NA	Likely	2	DefYes	1	Likely	2	Likely	2	Likely	2	NA	AlreadyDo	3	Likely	2	AlreadyDo	3	VeryLikely	1	AlreadyDo	3	Likely	2	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	Expensive;GiveupHobby;NoMotivation	NA	Checkup;GP;MobileApp;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	No	2	No	2	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	NA	NA	GreatExtent	1	GreatExtent	1	NotatAll	3	NotatAll	3	No	41-60	3	Sweden	161	Female	1	GradSchool	5	Single	1	Disabled;Employed	Yes	BelowAverage	BelowAverage	Yes	No
119016	7476002	Consent_Yes_se	Rarely	Moderate	3	Moderate	3	VeryStrong	1	Strong	2	Strong	2	Strong	2	Moderate	3	VeryStrong	1	Strong	2	Moderate	3	VeryStrong	1	Important	2	VeryImportant	1	VeryImportant	1	VeryImportant	1	Important	2	Important	2	Addiction;Alzheimer;Anxiety;Depression;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Frequently	1	Frequently	1	Never	4	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Never	4	Occasionally	2	Youga	Occasionally	2	Frequently	1	Occasionally	2	Never	4	Occasionally	2	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Accurate;NoPain;Quick	NA	Probably	Respond	NA	ProbablyYes	NA	NA	DefYes	1	Defnot	4	DefYes	1	DefYes	1	DefYes	1	NA	Unlikely	4	VeryLikely	1	Likely	2	Likely	2	Likely	2	VeryLikely	1	Likely	2	Likely	2	VeryLikely	1	Likely	2	NA	Diagnose	NA	Alone	NA	GP	NA	Yes	1	Yes	1	Unknown	3	Yes	1	Yes	1	No	2	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	NotatAll	3	NotatAll	3	Neutral	2	NotatAll	3	NotatAll	3	No	61-70	4	Sweden	161	Female	1	HighSchool	3	Unmarried	2	Pensioned	No	AboveAverage	AboveAverage	Yes	No
119016	7475989	Consent_Yes_se	Occasionally	Strong	2	Moderate	3	Moderate	3	Strong	2	Moderate	3	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	Strong	2	VeryStrong	1	Important	2	Important	2	Important	2	Important	2	ModImportant	3	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia	Occasionally	2	Rarely	3	Occasionally	2	Occasionally	2	Never	4	Rarely	3	Occasionally	2	Never	4	Occasionally	2	Occasionally	2	Occasionally	2	NA	Occasionally	2	Rarely	3	Never	4	Never	4	Never	4	Occasionally	2	Never	4	Never	4	Frequently	1	Accurate;Cheap;NoPain	NA	Probably	Respond	NA	ProbablyYes	NA	NA	DefYes	1	DefYes	1	Likely	2	Likely	2	DefYes	1	NA	Likely	2	Likely	2	Likely	2	Likely	2	Unlikely	4	Unlikely	4	Likely	2	Likely	2	AlreadyDo	3	NA	NA	NA	Fun;PersonalAdvice;WorseMemory	NA	NoMotivation;NotHelp;StartNoFun	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	No	2	GreatExtent	1	GreatExtent	1	Neutral	2	NotatAll	3	Neutral	2	Neutral	2	GreatExtent	1	NotatAll	3	Neutral	2	No	26-40	2	Sweden	161	Female	1	GradSchool	5	Unmarried	2	Employed	No	Average	Average	No	No
119016	7475983	Consent_Yes_se	Frequently	Strong	2	Moderate	3	Moderate	3	VeryStrong	1	Strong	2	Moderate	3	VeryStrong	1	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	Important	2	VeryImportant	1	ModImportant	3	Important	2	VeryImportant	1	Important	2	Addiction;Alzheimer;Anxiety;Depression;Migraine	Never	4	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Never	4	Occasionally	2	Rarely	3	Frequently	1	Tränar mitt sinne, när det gäller fokus, känsla, problemlösning m.m.	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Never	4	Occasionally	2	Accurate;Cheap;OnlineCriteria	NA	Definitely	Information;OtherMotivation	Nyfikenhet	DefYes	NA	NA	DefYes	1	Unlikely	3	DefYes	1	Likely	2	Likely	2	NA	Likely	2	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	NotAtAll	5	AlreadyDo	3	Unlikely	4	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	Diagnose;PersonalAdvice	NA	GiveupHobby;NoInfo;StartNoFun	NA	Checkup;GP	NA	Unknown	3	Yes	1	Unknown	3	Yes	1	Yes	1	Unknown	3	GreatExtent	1	Neutral	2	GreatExtent	1	Neutral	2	NotatAll	3	GreatExtent	1	Neutral	2	NotatAll	3	NotatAll	3	Yes	18-25	1	Sweden	161	Male	2	HighSchool	3	Single	1	Student;Unemployed	No	Excellent	Excellent	No	No
119016	7475969	Consent_Yes_se	Occasionally	Strong	2	Moderate	3	VeryStrong	1	Moderate	3	Strong	2	Strong	2	Strong	2	Moderate	3	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Rarely	3	Frequently	1	Löser korsord	Occasionally	2	Rarely	3	Occasionally	2	Frequently	1	Occasionally	2	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Accurate;Quick;SocialSecurity	NA	Definitely	Prepare;Respond	NA	DefYes	NA	NA	Likely	2	DefYes	1	DefYes	1	DefYes	1	DefYes	1	Leta ett boende som skulle fungera även om jag var sjuk	Unlikely	4	VeryLikely	1	Likely	2	VeryLikely	1	Likely	2	Likely	2	Likely	2	Likely	2	AlreadyDo	3	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	GiveupHobby;NoInfo;NotHelp	NA	Checkup;GP	NA	Yes	1	Yes	1	Yes	1	Yes	1	No	2	No	2	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	61-70	4	Sweden	161	Female	1	VocationSchool	4	DomesticPartner	3	Pensioned	Yes	Average	Average	No	No
119016	7475962	Consent_Yes_se	Frequently	Strong	2	Moderate	3	Strong	2	Moderate	3	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Important	2	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Frequently	1	Frequently	1	Rarely	3	Never	4	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Never	4	Rarely	3	Läser: böcker, tidningar, på mobilen.	Frequently	1	Frequently	1	Occasionally	2	Never	4	Rarely	3	Occasionally	2	Frequently	1	Never	4	Rarely	3	Accurate;Quick;SocialSecurity	NA	Probably	LearnRisk;Respond	NA	ProbablyNot	NA	NA	Likely	2	DefYes	1	DefYes	1	Likely	2	DefYes	1	NA	Likely	2	VeryLikely	1	VeryLikely	1	Likely	2	Unlikely	4	Likely	2	Likely	2	Likely	2	AlreadyDo	3	Likely	2	Försöka minska min stressnivå.	Diagnose;ImpactKnown;WorseMemory	NA	GiveupHobby;NoInfo;NoTime	NA	Checkup;GP;GroupSupport	NA	Yes	1	Yes	1	Yes	1	Yes	1	Unknown	3	Yes	1	GreatExtent	1	Neutral	2	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	Neutral	2	NotatAll	3	Neutral	2	No	41-60	3	Sweden	161	Female	1	HighSchool	3	DomesticPartner	3	Employed	Yes	BelowAverage	BelowAverage	Yes	Yes
119016	7475915	Consent_Yes_se	Frequently	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	VeryStrong	1	Strong	2	Moderate	3	VeryStrong	1	Strong	2	VeryStrong	1	Important	2	Important	2	Important	2	Important	2	Important	2	Important	2	Addiction;Alzheimer;Anxiety;Arthritis;Bipolar;Cancer;Depression;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Never	4	Rarely	3	Frequently	1	Occasionally	2	Never	4	Never	4	Occasionally	2	Never	4	Occasionally	2	Frequently	1	NA	NA	Gravt Hjärntrött, avskärmar ljud och ljus.	Rarely	3	Frequently	1	Frequently	1	Never	4	Never	4	Occasionally	2	Occasionally	2	Frequently	1	NA	NA	Accurate;NoPain;SocialSecurity	NA	Probably	OtherMotivation;Respond	Pga fatigue vill jag hitta ett botemedel eller lindra den	ProbablyYes	NA	NA	DefYes	1	DefYes	1	DefYes	1	Likely	2	DefYes	1	Jag skulle nog läsa in sagor för mina barnbarn	Unlikely	4	VeryLikely	1	Unlikely	4	AlreadyDo	3	Unlikely	4	Unlikely	4	Unlikely	4	AlreadyDo	3	AlreadyDo	3	NA	NA	Jag måste hålla låg aktivitetsnivå pga min fatigue. Annars blir jag sängliggande 24/7	Diagnose;PersonalAdvice;WorseMemory	NA	Alone;NoInfo;OtherMotivationNoChange	FÖRSÄKRINGSKASSAN, inga pengar och hög psykisk belastning pga utförsäkrad	GP;OtherAssistance;SupportFamily	Möjlighet att vara sjukskriven då jag är sjuk	Yes	1	Yes	1	Yes	1	Yes	1	No	2	No	2	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	No	41-60	3	Sweden	161	Female	1	HighSchool	3	DomesticPartner	3	Disabled;Unemployed	Yes	Average	AboveAverage	Yes	Yes
119016	7475889	Consent_Yes_se	Frequently	Moderate	3	VeryStrong	1	Strong	2	Strong	2	Strong	2	Moderate	3	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Arthritis;Bipolar;Cancer;Depression;Diabetes;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Never	4	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Never	4	Frequently	1	Never	4	Occasionally	2	stimulerande hjärnaktiviteter arbete - forskning; fritid - läsning, spel	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Never	4	Occasionally	2	Accurate;OnlineCriteria;SocialSecurity	NA	Definitely	Prepare;Respond	NA	DefYes	NA	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Minska arbetsrelaterad stress	Diagnose;PersonalAdvice;WorseMemory	NA	NoInfo;NotHelp;NoTime	NA	Checkup;GP;MobileApp	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	61-70	4	Sweden	161	Female	1	GradSchool	5	Divorced	4	Employed	No	Excellent	Excellent	Yes	No
119016	7475874	Consent_Yes_se	Frequently	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Diabetes;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Never	4	Frequently	1	Never	4	Occasionally	2	Läser om vad som har positiva effekter för hjärnhälsan	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Never	4	Occasionally	2	Cheap;Quick;SocialSecurity	NA	Definitely	Information;Respond	NA	ProbablyYes	NA	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	AlreadyDo	3	VeryLikely	1	VeryLikely	1	AlreadyDo	3	Likely	2	VeryLikely	1	VeryLikely	1	VeryLikely	1	AlreadyDo	3	NA	NA	NA	ImpactKnown;PersonalAdvice;WorseMemory	NA	NoInfo;NoMotivation;NoTime	NA	Checkup;GP;GroupSupport;MobileApp;SupportFamily	NA	Unknown	3	Yes	1	Unknown	3	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	GreatExtent	1	NotatAll	3	GreatExtent	1	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	26-40	2	Sweden	161	Female	1	GradSchool	5	DomesticPartner	3	Employed	Yes	Average	Average	No	No
119016	7475858	Consent_Yes_se	Occasionally	VeryStrong	1	Strong	2	Strong	2	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	Moderate	3	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Diabetes;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Rarely	3	Frequently	1	NA	Frequently	1	Frequently	1	Rarely	3	Frequently	1	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Frequently	1	Cheap;Quick;SocialSecurity	NA	Definitely	Respond	NA	ProbablyYes	NA	NA	Likely	2	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	Likely	2	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NotAtAll	5	AlreadyDo	3	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	Expensive;NoInfo;NoTime	NA	Checkup;GP;GroupSupport	NA	Yes	1	Yes	1	Unknown	3	Yes	1	Yes	1	Unknown	3	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	NotatAll	3	No	41-60	3	Sweden	161	Female	1	VocationSchool	4	Unmarried	2	Employed	Yes	Average	Average	No	No
119016	7475856	Consent_Yes_se	Occasionally	Strong	2	Moderate	3	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	Moderate	3	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Schizophrenia	Occasionally	2	Occasionally	2	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Rarely	3	Occasionally	2	NA	Rarely	3	Never	4	Never	4	Frequently	1	Rarely	3	Occasionally	2	Never	4	Never	4	Occasionally	2	Accurate;Cheap;OnlineCriteria	NA	Probably	Information;Respond	NA	ProbablyYes	NA	NA	Unlikely	3	Likely	2	DefYes	1	Likely	2	DefYes	1	NA	Unlikely	4	Likely	2	Likely	2	Likely	2	Likely	2	Likely	2	Likely	2	Unlikely	4	AlreadyDo	3	Likely	2	Byta jobb eller gå ner i tid	Diagnose;WorseMemory	NA	Alone;NoMotivation;NoTime	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	No	2	Unknown	3	Yes	1	Unknown	3	GreatExtent	1	Neutral	2	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	GreatExtent	1	NotatAll	3	Neutral	2	No	41-60	3	Sweden	161	Female	1	GradSchool	5	DomesticPartner	3	Employed	No	AboveAverage	Excellent	Yes	Yes
119016	7475845	Consent_Yes_se	Never	Moderate	3	Weak	4	Strong	2	Strong	2	Moderate	3	Moderate	3	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	Important	2	Important	2	Important	2	Important	2	Important	2	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Frequently	1	Rarely	3	Rarely	3	Occasionally	2	Occasionally	2	Rarely	3	Rarely	3	Frequently	1	Occasionally	2	Rarely	3	Rarely	3	NA	Rarely	3	Rarely	3	NA	NA	Rarely	3	Rarely	3	Rarely	3	Occasionally	2	Rarely	3	Rarely	3	Accurate;Cheap;Quick	NA	Probably	Respond	NA	ProbablyYes	NA	NA	Unlikely	3	Likely	2	Likely	2	Unlikely	3	Unlikely	3	NA	Unlikely	4	Unlikely	4	Unlikely	4	AlreadyDo	3	Unlikely	4	Unlikely	4	Unlikely	4	Likely	2	Likely	2	NA	NA	NA	Diagnose;WorseMemory	NA	GiveupHobby;NoMotivation;NotHelp	NA	GP	NA	Unknown	3	Yes	1	No	2	Unknown	3	No	2	Unknown	3	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	No	26-40	2	Sweden	161	Female	1	GradSchool	5	Single	1	Employed	Yes	Average	Average	No	No
119016	7475843	Consent_Yes_se	Occasionally	Strong	2	Moderate	3	NoInfluence	5	Moderate	3	Moderate	3	Strong	2	Strong	2	Strong	2	Strong	2	VeryStrong	1	Moderate	3	VeryImportant	1	VeryImportant	1	Important	2	Important	2	Important	2	VeryImportant	1	Addiction;Alzheimer;Anxiety;Arthritis;Bipolar;Depression;Parkinson;Schizophrenia	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Never	4	Frequently	1	Never	4	Rarely	3	NA	Frequently	1	Occasionally	2	NA	NA	Frequently	1	Never	4	Frequently	1	Frequently	1	Never	4	Rarely	3	Cheap;NoPain;Quick	NA	Definitely	LearnRisk;Respond	NA	DefNot	NA	NA	Unlikely	3	DefYes	1	DefYes	1	Unlikely	3	Likely	2	NA	VeryLikely	1	Likely	2	AlreadyDo	3	Likely	2	AlreadyDo	3	Unlikely	4	AlreadyDo	3	Likely	2	AlreadyDo	3	NA	NA	NA	Diagnose;Fun;WorseMemory	NA	NoMotivation;NoNeed;StartNoFun	NA	Checkup;MobileApp	NA	Yes	1	Yes	1	Yes	1	Yes	1	No	2	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	GreatExtent	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	No	41-60	3	Sweden	161	Male	2	GradSchool	5	DomesticPartner	3	Employed	No	Excellent	AboveAverage	No	No
119016	7475838	Consent_Yes_se	Frequently	VeryStrong	1	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Never	4	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Never	4	Occasionally	2	Frequently	1	Frequently	1	Terapi	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Accurate;NoPain;SocialSecurity	NA	Definitely	Prepare;Respond	NA	DefYes	NA	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Leva i tacksamhet, i nuet.	Diagnose;Family;WorseMemory	NA	NoTime	NA	Checkup;GP;MobileApp	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	GreatExtent	1	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	41-60	3	Sweden	161	Female	1	GradSchool	5	Unmarried	2	Employed	No	AboveAverage	Average	Yes	No
